nm,ABB,ABH,AMB,AMH,APB,APH,ARB,ARH,BlackConstructPaper,BlackDuctTape,BlackElecTape,BlackFelt,BlackFoamBoard,BlackVelcro,CBB,CBH,CMB,CMH,CPB,CPH,DryEraseCardBoard,Flock55,Flock65,FractalBlack,IMN,IPN,IPNThin,IRN,IRNThin,MetalVelvet,PermMarkCardBoard,RhodesLP,Rustoleum,SMN,Soric,SPN,SprayPaint,SRN,SRS05,Valspar,P09,P06,P19,P21,F07,T01-1,T01-2
2401,35.06957138,27.43420207,59.71544981,22.73210177,70.22191907,41.42501689,60.66850333,17.14893685,51.38611052,3.93877918,3.86430523,3.904956399,42.36105531,12.41093649,29.68022178,30.47319612,54.01939351,23.16268541,67.29131701,41.11392915,8.407493392,16.78058117,18.52334425,1.764807908,6.231323457,6.319885259,4.362476294,5.758541237,3.845974011,1.921254179,34.64404387,1.536384389,5.916618167,5.452483927,3.329764741,6.082418859,6.820711939,5.53553012,13.46639,8.471938934,4.178571429,3.028361654,3.889517612,4.398465129,3.657290185,3.756932704,3.395933951
2400,34.48289274,26.83613655,58.79481682,22.2657137,69.10782051,40.53240182,59.6660092,16.79847193,51.38589865,3.913202108,3.836257477,3.93835773,42.35140327,12.33190534,29.17953564,30.00161312,53.12668192,22.79066427,66.2840282,40.41784939,8.409668704,16.40444933,18.11861566,1.774213365,6.14267457,6.225431541,4.321855271,5.616307046,3.84432888,1.870427791,34.62616731,1.529782219,5.92976607,5.348937731,3.242675648,5.971203784,6.823168473,5.423083,13.45632,8.449358498,4.107142857,2.950577032,3.841747504,4.346597748,3.608403779,3.69983361,3.341338865
2399,35.14511879,27.27259432,59.98661252,22.69721361,70.47270749,41.22736586,60.81359308,17.06007297,51.60985049,3.952182471,3.847707468,3.987074896,42.4793202,12.30896058,29.74236786,30.63288495,54.17028679,23.24383388,67.62967442,41.1205098,8.403866029,16.63299722,18.47892218,1.86081772,6.275687063,6.367547496,4.392294611,5.698237571,3.950843865,1.853315155,34.74967023,1.590215401,5.973574862,5.458587326,3.305372716,6.07971025,6.884022759,5.467377798,13.46374,8.459626486,4.178571429,2.96985546,3.924269854,4.444692737,3.699558656,3.80199989,3.386886927
2398,36.77469196,28.29656633,62.87230594,23.60199289,73.7927554,42.87190998,63.70517879,17.7202375,51.48563614,4.026727723,3.840459901,3.980802475,42.37239059,12.2719802,31.11603764,32.0876401,56.72907508,24.42261905,70.82670587,43.0203806,8.36189604,17.19181609,19.21300325,1.934881627,6.644696544,6.660374254,4.562549793,5.951976946,4.117295739,1.891063727,34.6584302,1.663731966,5.989167327,5.731065359,3.454019017,6.344980808,6.86164604,5.700638398,13.52064,8.464518812,4.239716312,3.083167767,4.069252508,4.618312844,3.864186642,3.960399951,3.493230646
2397,35.30089608,27.19390186,60.42315953,22.67673868,70.92362313,41.14789628,61.17581315,17.04075485,51.57355995,4.051394142,3.862406817,3.990662379,42.42918565,12.23708744,29.87461388,30.78844614,54.51215306,23.46325591,68.03395205,41.28816275,8.356135414,16.43435841,18.4442652,1.902466767,6.397309598,6.40084928,4.379130391,5.701129616,3.9110944,1.805643756,34.74686231,1.612265536,6.008504313,5.529433799,3.312119268,6.047407324,6.871269964,5.514553551,13.50262,8.460867753,4.314893617,2.964001019,3.883267689,4.413215642,3.700078208,3.805124191,3.34279525
2396,35.13073804,27.07137051,60.14434665,22.54971638,70.68347172,40.99443031,60.84451784,16.94299708,51.87047187,4.091094707,3.85326731,4.000189414,42.65383472,12.25369224,29.73265515,30.60336711,54.25126372,23.3853715,67.75574121,41.12849806,8.387657956,16.37890569,18.36194633,1.909918798,6.404840423,6.386680168,4.353306282,5.655503865,3.868100445,1.732285551,34.9877232,1.567223616,5.998925932,5.505827536,3.308457945,6.006438744,6.931348202,5.549229615,13.48351,8.54700749,4.142857143,2.962003372,3.822496321,4.330590791,3.692447861,3.78574303,3.314706037
2395,35.86979839,27.61151888,61.32184246,22.9395259,72.14040959,41.86045654,62.09063872,17.25216857,52.30004214,4.07974487,3.868166649,4.019626622,43.02851891,12.28904492,30.32891301,31.19836928,55.36322539,23.78626281,69.05715726,41.97328174,8.459550173,16.7470676,18.73601405,1.901834943,6.50608888,6.472009793,4.461300605,5.802770315,3.928954938,1.797260755,35.28936891,1.609227392,6.013477176,5.621644367,3.409420544,6.09212365,6.97156788,5.693706896,13.46959,8.610316672,4.35177305,3.056347037,3.901926175,4.387084121,3.748818337,3.826233612,3.414351142
2394,36.12530222,27.92015773,61.75277472,23.15135616,72.7170543,42.31795658,62.54092432,17.43792393,52.59523229,4.027963034,3.863040897,4.013938105,43.33324848,12.32183908,30.56760214,31.40499698,55.80717069,23.8865654,69.52659767,42.32881456,8.511874095,16.96831753,18.95496719,1.877166463,6.553497279,6.483092373,4.499986143,5.860019371,3.939437419,1.822996797,35.51413523,1.647878655,6.021725566,5.630656644,3.451465173,6.073308395,7.066513852,5.778010501,13.47031,8.668569078,4.273943662,3.112924342,3.926649853,4.426026342,3.788332263,3.818619468,3.486125041
2393,36.13833286,28.07737148,61.71400268,23.24272,72.68268295,42.54266639,62.51366738,17.54853314,52.66027826,4.046887813,3.8742933,3.976310388,43.41437666,12.26753538,30.58170729,31.36729458,55.79223985,23.80088417,69.44434907,42.3039366,8.529900618,17.11629299,19.06535189,1.845331238,6.489652967,6.46508684,4.510094704,5.884679588,3.953213375,1.824081413,35.57922095,1.672543877,6.063375813,5.6206414,3.484009042,6.056321746,7.0626876,5.794832056,13.49591,8.629354549,4.36618705,3.220493083,3.955248192,4.385529734,3.804593918,3.791466155,3.517938916
2392,35.74843311,27.84794637,61.12003184,23.02778277,72.01106284,42.12877464,61.91112207,17.33579681,52.47372736,4.053740811,3.856444502,3.954667208,43.2796592,12.16148888,30.31408385,31.07173116,55.26586452,23.5227078,68.74731764,41.90912471,8.512654582,16.97123194,18.88340677,1.851440481,6.378186467,6.366037115,4.465320393,5.85242434,3.915551491,1.813817825,35.42742941,1.623216948,6.033803301,5.58312945,3.394516319,5.98810212,7.095335657,5.738297708,13.53413,8.599454644,4.238028169,3.203863332,3.967649335,4.345402097,3.745857225,3.743922513,3.475622002
2391,35.55094273,27.86344501,60.92741329,22.99693663,71.77321916,42.10534551,61.72404357,17.28396317,52.26145931,4.009789459,3.871306978,3.980171472,43.07566575,12.01865731,30.19699696,30.98064164,55.09204193,23.41954453,68.52052104,41.74049271,8.561839596,16.93010391,18.85494555,1.847382022,6.335890428,6.338884475,4.466895268,5.837766601,3.894929694,1.820556866,35.2350267,1.600488293,5.989814319,5.552682028,3.367747577,5.977742561,7.062478214,5.696156746,13.51944,8.533684543,4.071830986,3.182675525,4.006511628,4.340803383,3.725201034,3.804269851,3.486066879
2390,35.41786485,27.83388353,60.79456864,22.9567743,71.62377836,42.01902834,61.59461533,17.22958318,52.1715699,4.066074893,3.923722328,4.010512878,43.04591695,11.93869035,30.12605842,30.88227441,54.9713619,23.33469636,68.35841691,41.55457194,8.565769317,16.84180489,18.79700206,1.780388617,6.256448465,6.336349952,4.412864482,5.799458006,3.863403188,1.840273143,35.17096042,1.63664109,6.005559167,5.528517776,3.349534086,5.943383011,7.025711251,5.642571393,13.48539,8.500731941,4.329496403,3.163262196,3.988182266,4.333896753,3.741256732,3.807304053,3.471269722
2389,34.63566211,27.44034332,59.51977521,22.63621807,70.15178799,41.35812023,60.31187318,16.97371221,52.17629675,4.117047181,3.90722206,4.000019621,43.05408269,11.9226905,29.47017785,30.23053252,53.80109345,22.85385956,66.89884184,40.64441227,8.599579908,16.53161027,18.54290076,1.757760871,6.102770716,6.204672886,4.341075845,5.646888194,3.807211223,1.865583416,35.15778,1.673167116,5.984151213,5.354376086,3.253367005,5.867806895,6.983901673,5.494076639,13.42269,8.543174386,4.142857143,3.129331106,3.89688138,4.263541007,3.69447482,3.744683666,3.434156343
2388,35.15812096,27.87438179,60.47213214,23.00288797,71.30954867,42.04827846,61.28100601,17.28118944,51.98201556,4.087422836,3.933445922,3.999116688,42.94339925,11.88900226,29.91759497,30.69776271,54.66895071,23.24153356,67.97853558,41.25258445,8.581736512,16.76487364,18.81944165,1.776105163,6.216907389,6.279193,4.413540219,5.701993799,3.873344552,1.883030449,35.05019473,1.683881331,5.968377917,5.410889722,3.309212751,5.937829885,6.947449937,5.567794539,13.40355,8.50371995,4.298571429,3.199012749,3.928620763,4.356078652,3.772638999,3.845085668,3.437653308
2387,35.48708849,28.08870144,61.09708876,23.21551392,72.06402103,42.38858078,61.90689012,17.430284,52.01716124,4.063913714,3.983422503,3.975454514,43.00076209,11.83393316,30.18859463,30.99148178,55.26146847,23.497991,68.67369555,41.65194676,8.591952135,16.8610993,18.93764799,1.82170063,6.326597768,6.341504398,4.500441522,5.747147471,3.934528704,1.901143268,35.10457854,1.672387615,5.980040089,5.402609225,3.323744727,6.011829995,6.946105426,5.650237264,13.35136,8.515662693,4.165,3.233661367,3.971701573,4.403025175,3.858186398,3.927963668,3.508056782
2386,35.73741052,28.03850163,61.48814888,23.18711176,72.49653139,42.34298588,62.29799543,17.46088577,51.94777833,3.99504336,3.991716744,3.935206931,42.9268929,11.70425285,30.34439587,31.1604,55.64757724,23.68737228,69.08884949,41.90905324,8.570333749,16.82601378,18.85622328,1.855201397,6.395029357,6.353795105,4.588412809,5.788064276,4.029218486,1.88993644,35.08171867,1.659995609,5.962429316,5.37554091,3.334972872,6.036279313,6.947994581,5.729528518,13.33009,8.516271983,4.505,3.230666216,3.963588912,4.433646046,3.867350599,3.934865106,3.480543492
2385,35.36163939,27.59599739,60.72138754,22.88617866,71.6132167,41.74860605,61.48751815,17.23121808,52.10256456,3.968215331,3.987872338,3.906829994,43.0777556,11.64861691,29.97768375,30.7829884,55.01748221,23.37600739,68.22467069,41.36984519,8.576362104,16.62066104,18.57479571,1.825460345,6.303091241,6.248880356,4.578098165,5.714885281,4.025970424,1.83279239,35.22377135,1.626899441,5.958170443,5.320857028,3.319077739,5.953714251,6.972372653,5.667002118,13.34832,8.55792938,4.208633094,3.137628671,3.92425956,4.379953347,3.817337261,3.863668462,3.383417239
2384,35.28647882,27.31743459,60.53291131,22.70055969,71.35843635,41.42603717,61.31653345,17.10085941,51.96094845,3.962785531,3.982138992,3.869914554,42.97229564,11.58023925,29.85012354,30.68691629,54.8947841,23.2965667,67.9970402,41.20522679,8.548308174,16.45216358,18.38645061,1.797144575,6.254200908,6.155463976,4.581658147,5.717747481,3.984014441,1.809439986,35.15998291,1.640004701,5.949561379,5.316322977,3.330015952,5.934829702,6.958837938,5.631921715,13.40425,8.543241242,4.084507042,3.122535289,3.880610946,4.367840475,3.788078138,3.818937128,3.297968033
2383,35.42779195,27.38972103,60.81925789,22.74137415,71.63301863,41.48066671,61.57385191,17.16213666,52.19811585,4.046064748,4.008770149,3.875151919,43.16664848,11.6129269,29.94996077,30.81866476,55.18490193,23.33866053,68.24634993,41.35561484,8.594571823,16.41329248,18.37531276,1.851221509,6.239996245,6.150615495,4.619599037,5.757908447,3.968158238,1.842053516,35.33823466,1.600919619,6.016057727,5.368391441,3.313742693,5.930391943,6.987898488,5.657902726,13.42849,8.549763344,4.247887324,3.076471787,3.894555226,4.366199972,3.7425,3.796356255,3.251051756
2382,35.5626182,27.44732443,61.05867273,22.81982746,71.93742996,41.5681434,61.83826305,17.17312115,52.295172,4.10053204,4.032765813,3.889731501,43.21470413,11.63897199,30.0567818,30.95264016,55.44782609,23.42507073,68.51552639,41.50042811,8.603669623,16.44666603,18.38203758,1.904192438,6.272563108,6.142013546,4.612890722,5.754823565,4.008018485,1.832768987,35.39892766,1.563331558,6.06282757,5.382683854,3.314470007,5.927970004,7.050681412,5.673029361,13.44845,8.560430692,4.278014184,3.071376993,3.89376947,4.369300481,3.728034557,3.771952604,3.211474333
2381,36.05078418,27.9565838,61.96001613,23.25322475,73.06596018,42.32754141,62.79383851,17.44336323,52.40301096,4.171699127,4.033458241,3.942671122,43.26695806,11.67060995,30.51263915,31.40057724,56.27742383,23.72503912,69.52342213,42.1087192,8.629482843,16.71005698,18.69832386,1.942314273,6.337537226,6.256298639,4.699052372,5.858080473,4.045086954,1.903091204,35.42717316,1.568443323,6.102563218,5.444233501,3.390868887,6.011724727,7.077895473,5.70029281,13.4083,8.586382237,4.404225352,3.096675385,3.963097595,4.464639321,3.794739876,3.846108455,3.29620802
2380,35.9866661,27.94821147,61.89945474,23.221838,73.03734085,42.25115796,62.72549335,17.39065638,52.38009038,4.127666146,4.005884083,3.971250558,43.22583834,11.65518572,30.46900417,31.35652645,56.23455058,23.63280226,69.46723619,42.03714614,8.633197245,16.62791459,18.63986478,1.929653577,6.335121223,6.285956793,4.6883682,5.839364735,4.052719472,1.87438436,35.39455765,1.571321126,6.125754149,5.404122311,3.376111481,5.957795692,7.093716781,5.682469689,13.41668,8.589743681,4.244604317,3.088557054,3.931671244,4.441101486,3.800331651,3.856678851,3.342732926
2379,35.63117311,27.73214761,61.29041135,22.99199636,72.3336136,41.82418375,62.12543516,17.23989669,52.5051938,4.123648259,4.023228204,3.998017243,43.32348309,11.71090194,30.15379642,31.01629499,55.68561893,23.40599029,68.75158446,41.59269187,8.633460972,16.44455916,18.465093,1.886338519,6.228836412,6.255591316,4.621871072,5.758148924,4.068416492,1.881087665,35.46963323,1.586205683,6.172430149,5.313496477,3.358553257,5.885470387,7.09602482,5.639003047,13.37844,8.603086738,4.262142857,3.106578319,3.878585005,4.385131996,3.774981991,3.839096935,3.363495071
2378,35.43336195,27.47480588,60.96527157,22.73658605,71.92575799,41.40410094,61.76724945,17.06118246,52.61419593,4.099864547,3.975604952,4.03065327,43.36086925,11.73206984,29.98021743,30.82684146,55.36993245,23.28039716,68.30954717,41.36248222,8.573669344,16.25837274,18.25368039,1.882514832,6.176565616,6.208167256,4.609238458,5.692086663,4.039369472,1.840526203,35.54117377,1.558161586,6.178499781,5.327564433,3.275504334,5.828572688,7.155293222,5.593677674,13.38446,8.649788747,4.308571429,3.095978594,3.84953225,4.329295913,3.73907781,3.808558881,3.388974677
2377,35.81529185,27.65861817,61.644707,22.88579472,72.76797209,41.72369807,62.43322231,17.20613419,52.68223005,4.070867864,4.006149344,4.031762389,43.38512894,11.71160376,30.30403112,31.14778489,56.01427833,23.57229608,69.06180195,41.83260501,8.564767721,16.35569756,18.37762956,1.906670947,6.224080508,6.290637113,4.70149588,5.752663011,4.116543685,1.877104931,35.59817295,1.570474617,6.160371368,5.398578771,3.276758543,5.885715926,7.158854674,5.621884062,13.40466,8.630484716,4.292805755,3.116698753,3.878038995,4.353220244,3.817761785,3.869581847,3.472435108
2376,36.07727452,27.86361292,62.04667798,23.07500322,73.26065603,42.02021121,62.84279144,17.37224772,52.8028765,4.096888915,4.007127941,4.021745858,43.50575913,11.63720233,30.53399069,31.34756772,56.42956181,23.75111405,69.53044612,42.08387596,8.493453841,16.45517155,18.50259722,1.907932578,6.288800605,6.344138022,4.730512809,5.810775457,4.152013632,1.855644734,35.67199973,1.608698534,6.160808353,5.480215641,3.287540804,5.925601681,7.166895228,5.653143986,13.39757,8.627268695,4.214285714,3.097689166,3.923346029,4.41605304,3.84937473,3.90270355,3.52801202
2375,36.82354475,28.39061464,63.29710486,23.57966664,74.74133347,42.87437154,64.12947138,17.76283254,52.90829625,4.151488849,3.988334886,4.026699435,43.5761285,11.59006967,31.13558165,31.96576482,57.61867952,24.2783365,70.96034845,42.9109271,8.46157151,16.80616646,18.89306543,1.986838037,6.400882177,6.484202803,4.874513002,5.92056431,4.263937046,1.895763859,35.74077105,1.662846646,6.149741245,5.618785593,3.344153057,6.065902497,7.143548721,5.766634182,13.36977,8.637786858,4.14084507,3.119116333,3.994622895,4.467525117,3.910238834,3.976511189,3.590781292
2374,36.07635363,27.87435471,62.08144387,23.17806875,73.31054001,42.15898715,62.88370108,17.46219975,53.15543304,4.19081649,3.988347277,4.057595534,43.77469547,11.62925527,30.54298377,31.35129045,56.50376899,23.80007462,69.58674263,42.06109392,8.509289187,16.53895387,18.59468398,1.922978645,6.258396615,6.349719392,4.740282202,5.785957031,4.161907504,1.834259171,35.90078664,1.621681431,6.132203888,5.534817228,3.288528656,5.895246224,7.168307481,5.620341871,13.33499,8.639276454,4.329496403,3.076608468,3.930538582,4.408441097,3.836815056,3.907417853,3.502111663
2373,35.02687205,27.17219202,60.36605794,22.59545224,71.25916845,41.15420697,61.11774692,16.98349607,53.23084504,4.233377346,4.004221769,4.064704232,43.83964544,11.63409899,29.64174267,30.44483955,54.98163601,23.10588141,67.61495118,40.87400721,8.560757557,16.11824626,18.15379216,1.890026932,6.09972786,6.181463393,4.583548461,5.598399746,4.043622311,1.830554186,35.97404552,1.587633685,6.138315941,5.330260035,3.190718876,5.763016205,7.154437126,5.456775354,13.31562,8.626428746,4.197080292,3.040537133,3.857117387,4.281129653,3.745738121,3.827650534,3.436504646
2372,35.27373316,27.42737033,60.81598148,22.82908546,71.78289555,41.50943186,61.57955181,17.11243111,53.38268504,4.204916887,4.032515779,4.081969343,43.93802224,11.65721702,29.88598955,30.65864273,55.39877585,23.26246052,68.05465972,41.17111729,8.604400991,16.27265095,18.31476989,1.910761552,6.168775735,6.248859197,4.593863174,5.620904104,4.087385949,1.867054256,36.03990966,1.594806039,6.165997094,5.28876509,3.219887077,5.809574736,7.151486954,5.46990484,13.26701,8.628819788,4.089208633,3.078392151,3.919657388,4.336131335,3.7555105,3.879408849,3.440363126
2371,35.9137209,27.89955195,61.95220762,23.2555967,73.1292237,42.25362128,62.70691484,17.41669822,53.28945574,4.143669862,4.027980727,4.098379581,43.80417624,11.62858033,30.43702661,31.23026678,56.42698459,23.67700548,69.25850066,41.93569444,8.59096991,16.55009413,18.60064503,1.926120178,6.310487287,6.371627273,4.689945334,5.678448476,4.156621315,1.922969472,35.92331612,1.648964494,6.167961854,5.384090907,3.270744158,5.915213783,7.144702039,5.544869303,13.28924,8.58480474,4.39270073,3.149670639,4.022133314,4.407401586,3.812649251,3.919226984,3.445885844
2370,35.95945402,27.83716112,62.10514709,23.18912843,73.22845766,42.11830247,62.81874716,17.3690243,52.91293512,4.09185448,3.982513741,4.07486841,43.43038067,11.55558787,30.48877379,31.25379624,56.51764657,23.71213295,69.30738464,41.99469072,8.536228807,16.45931876,18.50159448,1.868279085,6.273555984,6.367043353,4.714254116,5.743160019,4.158492892,1.884695196,35.6232617,1.703242326,6.118309245,5.379225192,3.241129477,5.902780406,7.103640911,5.531088116,13.28913,8.514426964,4.298571429,3.17699112,4.023758007,4.397494662,3.798524946,3.892265935,3.412483285
2369,36.28774351,28.06628313,62.75015357,23.31065872,73.87525877,42.43294338,63.35642113,17.51719395,52.91697876,4.10383494,4.033099777,4.047375959,43.33746035,11.55076586,30.77409683,31.53792781,57.05709504,23.90126709,69.92676713,42.37392533,8.539207141,16.50067925,18.60317296,1.887321794,6.303461934,6.406875475,4.777859166,5.835849844,4.227146286,1.906972766,35.61290308,1.719379916,6.119673637,5.472497659,3.246534839,5.958878103,7.077844508,5.617304538,13.29367,8.526693667,4.36618705,3.15987813,4.058698737,4.377855825,3.806867973,3.897942028,3.399819689
2368,36.28354091,28.02780837,62.74803094,23.24846289,73.83585752,42.31283802,63.35437493,17.46147318,52.97816302,4.099252535,4.049173232,4.049050939,43.34405128,11.61717525,30.73146559,31.5268092,57.02851212,23.89212794,69.86082246,42.32919177,8.538114895,16.42154502,18.50102812,1.866478486,6.269469876,6.355040296,4.783973321,5.808516248,4.244381759,1.872681124,35.64853179,1.720503233,6.10803268,5.496292782,3.265279881,5.960542611,7.10118046,5.668567235,13.34716,8.536306694,4.36618705,3.185339604,4.02062345,4.351951824,3.806867973,3.839756847,3.414323796
2367,35.69036626,27.50634921,61.75650326,22.8021978,72.68006017,41.55232862,62.36442232,17.1277865,52.92858712,4.128986197,4.055805385,3.999084801,43.22059608,11.62689928,30.23569476,31.07201478,56.13030358,23.52413991,68.76409528,41.69157783,8.532079698,16.04761905,18.12688819,1.838993546,6.142655357,6.210935313,4.729607898,5.729121733,4.151627301,1.802005931,35.5880687,1.648334206,6.103384421,5.423685879,3.24945055,5.870883109,7.055494272,5.580828484,13.32658,8.581242192,4.208633094,3.110180413,3.940049575,4.290552408,3.752734741,3.786619298,3.383633911
2366,35.35185001,27.2645104,61.17935192,22.59361656,71.988472,41.25105472,61.77325971,16.98912208,52.73180699,4.135485847,4.035643698,3.93773364,43.07527308,11.56051464,29.92556424,30.80027927,55.6052733,23.27972196,68.13249894,41.26709036,8.523579643,15.8546976,17.95777428,1.816311587,6.029286683,6.154941615,4.70054484,5.690988865,4.121364495,1.770268542,35.4570177,1.630962366,6.063904935,5.373554219,3.218183839,5.803616,7.006347985,5.528655542,13.34089,8.59079381,4.142857143,3.065567288,3.90795559,4.277915282,3.769204102,3.746071814,3.365001585
2365,35.73240248,27.55296993,61.81737069,22.78969543,72.7388957,41.64959527,62.50261869,17.14849763,52.71176061,4.148060689,4.054242697,3.925081953,43.07321517,11.57049114,30.23142602,31.15115454,56.23658477,23.54767024,68.8573441,41.6830641,8.533851643,15.94773865,18.13307178,1.862881864,6.068679266,6.230866567,4.75044466,5.742423459,4.185095514,1.78464329,35.434603,1.596136815,6.078596501,5.401281228,3.249561216,5.86812055,7.006889849,5.583620608,13.34687,8.632282208,4.314893617,3.073566821,3.970501914,4.354529987,3.830135799,3.793038967,3.400457935
2364,35.77605676,27.61926107,61.92634515,22.79004171,72.8302036,41.72708789,62.68390431,17.17656651,52.57987894,4.124641048,3.980820642,3.920789064,42.96179696,11.52135487,30.27996391,31.21476281,56.37872592,23.5995991,68.97192158,41.7636168,8.544219469,15.94622621,18.15662375,1.873022592,6.071162383,6.23637901,4.775601361,5.754834982,4.171511125,1.776023357,35.32266362,1.543209438,6.100245433,5.381103043,3.21261503,5.886125269,7.016389327,5.596202234,13.33291,8.652729738,4.208633094,3.068113253,3.998303039,4.384592445,3.838162467,3.828855891,3.423613525
2363,35.82452877,27.69768224,62.06470463,22.8282839,72.99281733,41.82710943,62.80159905,17.22236084,52.69023284,4.131561198,3.991109255,3.927165284,43.04992338,11.52784591,30.33735365,31.22348094,56.51818475,23.66355908,69.02830727,41.85090311,8.617990088,15.95648008,18.17875613,1.93266796,6.085926075,6.241867782,4.771812793,5.764626141,4.241116017,1.810631683,35.40778677,1.487461866,6.127163746,5.358301586,3.182732775,5.890524666,7.048570316,5.553677126,13.3272,8.650262668,4.376978417,3.098061241,4.017249467,4.40641791,3.864679032,3.862048217,3.427863317
2362,36.14864787,28.00999363,62.62285585,23.08772698,73.63410045,42.31044145,63.36969449,17.41845393,52.72230189,4.096258231,3.989648594,3.938471085,43.11750415,11.48090241,30.64836628,31.47807294,57.03127765,23.85668474,69.5809954,42.23359831,8.634526227,16.08563898,18.36636755,1.963151242,6.177316936,6.288315035,4.857995663,5.815470611,4.296194451,1.843189022,35.40405102,1.480941985,6.138833672,5.397172781,3.148016637,5.914656516,7.107047613,5.590777961,13.29702,8.626182637,4.329496403,3.131603546,4.078670084,4.490317528,3.892880423,3.912434666,3.454341198
2361,36.35119282,28.04723399,63.04906106,23.15526682,74.09311447,42.397449,63.79309258,17.48445856,52.6512768,4.074054001,4.007466117,3.955020871,43.04144684,11.4475894,30.85487415,31.6173167,57.41727293,24.02960823,69.97758809,42.4788794,8.600480892,16.12688898,18.38477403,1.979738946,6.28653097,6.35286496,4.948487634,5.860801051,4.333403371,1.885867529,35.32405827,1.518732111,6.131298443,5.417150361,3.164781111,5.939829284,7.099351017,5.610435544,13.29209,8.578975382,4.214285714,3.135105348,4.072797318,4.502974959,3.895619961,3.934046489,3.433419876
2360,35.32413832,27.30502421,61.36741519,22.58951073,72.07779869,41.28478118,62.05852442,17.05215208,52.78742325,4.10650529,4.007742984,3.995057437,43.10411937,11.46728092,30.04751907,30.74264761,55.8777382,23.37900774,68.03791914,41.32848345,8.588551633,15.691166,17.8855928,1.897795738,6.139128413,6.180207171,4.81959253,5.661528243,4.224452953,1.839974001,35.40410569,1.515498031,6.120357708,5.313346598,3.0700812,5.76066566,7.156437119,5.436020849,13.28212,8.575839912,4.25,3.084413649,3.934361422,4.36195598,3.795904984,3.855677407,3.362200086
2359,34.66785032,26.87444505,60.26111428,22.24721841,70.70567393,40.61424849,60.87752913,16.78049757,52.80719834,4.117916586,4.052574176,3.989283813,43.0527894,11.48378669,29.43529037,30.16649998,54.87205401,22.95095353,66.74933751,40.53996794,8.609200909,15.40201421,17.53953938,1.861035654,6.001989903,6.025517187,4.750254803,5.559050122,4.153990678,1.806372027,35.4447603,1.581570841,6.068138228,5.239455158,3.0300632,5.674162479,7.158037055,5.33323834,13.30311,8.586689519,4.206569343,3.078556967,3.840874822,4.233079659,3.718893505,3.778507657,3.329807165
2358,35.18892459,27.3881443,61.11746001,22.70838622,71.69988541,41.34614598,61.74772423,17.078428,53.03494944,4.140998118,4.099310777,4.0065299,43.22714036,11.57396247,29.8406193,30.63651728,55.65747799,23.2558531,67.66922657,41.10341006,8.664508959,15.68574014,17.85851939,1.887235509,6.052051746,6.11308497,4.824302605,5.583955225,4.252139438,1.816609416,35.62826899,1.616784378,6.105576584,5.294873675,3.157576016,5.768054885,7.143908133,5.391372608,13.29171,8.661139576,4.189285714,3.164475737,3.922088068,4.267578125,3.757218707,3.813624056,3.409220484
2357,35.90566158,27.88415514,62.34007673,23.13293561,73.07955462,42.06157271,62.99991764,17.35730372,53.15353404,4.165192298,4.132293441,4.040359559,43.26806505,11.6298735,30.39309799,31.28358923,56.75737865,23.72180875,68.97843566,41.87979349,8.653445921,15.92608418,18.14527178,1.914099879,6.142547919,6.179674385,4.901539667,5.576576528,4.344677212,1.86552826,35.70898761,1.645215598,6.120831925,5.393603489,3.265845016,5.878319723,7.139394964,5.485141813,13.29467,8.661070436,4.345714286,3.261841993,4.023875506,4.341462375,3.840309009,3.863929605,3.487751407
2356,36.08418633,27.84269317,62.6902932,23.12887842,73.38446391,41.96738095,63.33859299,17.36225497,53.13332138,4.186470806,4.105991015,4.033049057,43.21517656,11.63496788,30.53520992,31.46501561,57.06230049,23.83033484,69.26889313,42.09044934,8.612533911,15.85493864,18.1158999,1.905139553,6.125069396,6.193251214,4.922519084,5.591785219,4.381245663,1.851128774,35.67712263,1.62105574,6.118240879,5.40306211,3.264347578,5.831028799,7.126226082,5.467244969,13.27274,8.685018497,4.292805755,3.259126928,4.068591879,4.342208206,3.833505042,3.869617426,3.493046877
2355,35.59523606,27.42277492,61.8341913,22.76355049,72.31709052,41.32337757,62.47111351,17.11140664,52.86108014,4.181904508,4.097127176,3.996808355,42.98435012,11.55399308,30.10161638,31.02427947,56.28668905,23.49862105,68.2796594,41.51660793,8.533512613,15.5584766,17.81770639,1.911434817,6.025307178,6.123831149,4.850379972,5.513820303,4.344748969,1.820570872,35.49133755,1.550072358,6.098369822,5.29891409,3.192789284,5.71669847,7.066296198,5.360695672,13.25104,8.661550301,4.302158273,3.134561628,4.039747768,4.278482358,3.762109601,3.803458823,3.384961105
2354,35.47526878,27.46079666,61.64525217,22.82146177,72.06460602,41.3019982,62.2980604,17.12997225,52.79139901,4.130894415,4.041243481,4.007493056,42.9183185,11.55962996,30.01737329,30.90369478,56.10690977,23.42559785,68.06617693,41.3819465,8.509073071,15.51100545,17.78242543,1.926648702,6.011143732,6.119204089,4.823987391,5.522653343,4.334824127,1.826104173,35.46716147,1.498565377,6.112215077,5.233802482,3.17675525,5.655269387,7.090749769,5.332621451,13.29512,8.600203596,4.21942446,3.138567012,4.038578824,4.275902418,3.774606157,3.777225027,3.370001549
