nm,P09,P06,P19,P21,F07,T01-1,T01-2
2189,4.263565891,3.302814013,4.068515742,4.0982009,3.85813826,3.873611201,3.413879875
2188,4.263565891,3.29401597,4.070346483,4.099220039,3.855377395,3.904883326,3.408877621
2187,4.178294574,3.289571531,4.054410552,4.107996702,3.842607065,3.915446244,3.397967649
2186,4.224806202,3.227334472,4.009383197,4.050228584,3.80678178,3.891151612,3.397441922
2185,4.2109375,3.238238284,4.050157445,4.081496476,3.838631381,3.925763129,3.444719571
2184,4.302325581,3.253379836,4.090569435,4.119716408,3.869828464,3.945932584,3.471139794
2183,4.348837209,3.215733847,4.067317073,4.083827392,3.859392135,3.892811749,3.433601031
2182,4.263565891,3.231322411,4.059287647,4.08243162,3.87702798,3.876131739,3.426986034
2181,4.2109375,3.235684647,4.032643851,4.075667544,3.892241379,3.854063615,3.414573615
2180,4.224806202,3.235482062,4.001452766,4.034271735,3.860078401,3.825933723,3.392469757
2179,4.263565891,3.271713633,4.034134579,4.065631829,3.896210873,3.8729573,3.420387149
2178,4.2578125,3.24382585,3.980106799,4.012078821,3.866470079,3.848559264,3.404038182
2177,4.296875,3.285672884,4.007213706,4.036143673,3.896826022,3.899496693,3.425616017
2176,4.2578125,3.256483606,3.960289703,3.993012609,3.849030274,3.876646263,3.409232124
2175,4.178294574,3.294180972,4.001651528,4.0388109,3.890011046,3.906681612,3.455368083
2174,4.2578125,3.277300228,3.978741458,3.999204025,3.866661414,3.869793225,3.416605607
2173,4.375,3.366913636,4.100721154,4.119230769,3.977718332,3.969157482,3.488425077
2172,4.388372093,3.325035476,4.068552513,4.091934998,3.948216811,3.94787871,3.45278603
2171,4.302325581,3.332418063,4.087358576,4.104103183,3.949457803,3.941167841,3.465654873
2170,4.263565891,3.289250601,4.054380665,4.067673716,3.914799969,3.903063824,3.440560512
2169,4.2109375,3.268953104,4.047122791,4.058752454,3.899653979,3.901908336,3.456737757
2168,4.140310078,3.229459965,3.993484826,4.009942624,3.855233748,3.854444269,3.439239102
2167,4.263565891,3.244903309,3.992906196,4.054335522,3.868188976,3.876946119,3.462378031
2166,4.125,3.24781372,3.988992762,4.052849819,3.858370791,3.883162461,3.469500213
2165,4.263565891,3.249571942,4.005804312,4.04145937,3.866130558,3.878845044,3.466140135
2164,4.3828125,3.27135943,4.024713683,4.038803496,3.880824937,3.874134167,3.467859606
2163,4.224806202,3.235685902,3.995379513,4.011811261,3.862617191,3.844317866,3.408793788
2162,4.224806202,3.24352883,3.995104473,4.03045938,3.860899709,3.852474261,3.395268655
2161,4.125,3.277145414,4.030426576,4.094375236,3.889028904,3.874415522,3.432702127
2160,4.296875,3.275989549,4.019853552,4.084622933,3.891256487,3.865415771,3.432173963
2159,4.330708661,3.268403623,4.018560435,4.06503697,3.893851234,3.867062492,3.441178458
2158,4.2578125,3.219186494,3.96116937,4.027778197,3.851750728,3.837372109,3.421392022
2157,4.224806202,3.220349983,3.956454779,4.042035331,3.850492165,3.850979432,3.440032768
2156,4.2578125,3.21214697,3.962438619,4.044783561,3.867492309,3.867144626,3.449485864
2155,4.291338583,3.206131787,3.97292801,4.046287054,3.868601625,3.887843019,3.468213958
2154,4.205511811,3.194867649,3.991875095,4.061270274,3.88604211,3.887042164,3.471030787
2153,4.296875,3.233978174,4.032191937,4.121554931,3.912228175,3.930222375,3.493388158
2152,4.296875,3.230551318,4.03394593,4.126670717,3.886938036,3.927061274,3.485788766
2151,4.17265625,3.207811337,4.00708542,4.075716887,3.842921225,3.868987604,3.445631185
2150,4.134375,3.197157022,3.983297969,4.02667475,3.801729016,3.806979396,3.413893099
2149,4.2578125,3.233341756,4.006018168,4.048925057,3.851556712,3.82539421,3.438364483
2148,4.2578125,3.246365113,4.006624773,4.048712901,3.868742099,3.833051305,3.447043238
2147,4.330708661,3.306241742,4.04837977,4.072531799,3.895815204,3.88210987,3.48430235
2146,4.291338583,3.289134148,4.000659341,4.030397878,3.875536379,3.868078957,3.450604218
2145,4.2578125,3.291854323,4.010915573,4.025798377,3.893474469,3.902501654,3.46398206
2144,4.2578125,3.285383973,4.016661599,4.02743235,3.897119733,3.924543667,3.463298191
2143,4.17265625,3.282648,4.019934591,4.037344083,3.873482327,3.936579791,3.453701606
2142,4.2578125,3.276327389,4.020804196,4.031574947,3.859086592,3.929584538,3.450750838
2141,4.34296875,3.266377979,4.019271624,4.030849772,3.840517241,3.908715267,3.440553723
2140,4.21875,3.223303624,3.991322157,4.006887658,3.803526528,3.853437967,3.395767163
2139,4.134375,3.229483542,3.993511219,4.017252881,3.811815014,3.835517836,3.389890432
2138,4.173228346,3.183215666,3.913042819,3.939552861,3.753938913,3.760837001,3.332343186
2137,4.212598425,3.225309691,3.957378788,3.960621212,3.810993809,3.795901795,3.371026215
2136,4.205511811,3.290807021,4.047651159,4.024526443,3.89607438,3.874961714,3.444522157
2135,4.2578125,3.276294801,4.040923217,4.017789737,3.902833267,3.882416477,3.464526625
2134,4.212598425,3.19465693,3.96446739,3.951469137,3.845325802,3.815893245,3.421586275
2133,4.212598425,3.195451495,3.964166414,3.941421196,3.829330364,3.829300059,3.411299988
2132,4.285714286,3.222212584,4.000637233,3.96868457,3.850278087,3.857455759,3.42563987
2131,4.285714286,3.219381288,4.00112334,3.98226945,3.839675856,3.852787445,3.416980836
2130,4.291338583,3.244774552,4.040745521,4.029987853,3.880219605,3.889926976,3.431137112
2129,4.251968504,3.235820554,3.99951353,4.005259957,3.844607296,3.85804174,3.390328849
2128,4.377165354,3.285261324,4.033688456,4.046959897,3.882500996,3.876390482,3.418279775
2127,4.251968504,3.269631407,3.988426102,4.009807356,3.859598854,3.822770007,3.377497125
2126,4.212598425,3.229017406,3.953904762,3.980807619,3.826765593,3.78772084,3.367026758
2125,4.128346457,3.213605987,3.968157915,3.986098621,3.822882969,3.79113215,3.373814548
2124,4.337007874,3.25187386,4.020690181,4.023158376,3.861916852,3.841768269,3.417748437
2123,4.2578125,3.262032526,4.07431619,4.05272381,3.903302374,3.897113475,3.450135806
2122,4.26328125,3.225980723,4.007408253,3.979709152,3.828299785,3.835405644,3.382476763
2121,4.161111111,3.230347838,4.01117544,3.977755771,3.818992989,3.835691972,3.369069238
2120,4.173228346,3.203484746,3.978337531,3.937882604,3.778828973,3.789579499,3.341313376
2119,4.256692913,3.201687275,3.970243642,3.937859925,3.781964856,3.800336191,3.353857303
2118,4.212598425,3.228408211,4.007496755,3.961752806,3.814708233,3.809674318,3.37181969
2117,4.285714286,3.252231113,4.023917526,3.993402062,3.844579275,3.846003221,3.406109796
2116,4.212598425,3.205890988,3.988931269,3.947303379,3.809298987,3.815930532,3.381552503
2115,4.173228346,3.180020904,3.968835329,3.909816185,3.798403831,3.791231241,3.372458074
2114,4.173228346,3.183315217,3.990359976,3.915985357,3.815898175,3.792534113,3.369146943
2113,4.246031746,3.229699527,4.026987033,3.95842868,3.875617581,3.833290126,3.386596235
2112,4.173228346,3.187402536,3.977728625,3.925985813,3.848910606,3.792121081,3.344516765
2111,4.330952381,3.242101574,4.014747212,3.972254468,3.88023861,3.822120463,3.350774142
2110,4.246031746,3.252677577,4.00790378,3.98093929,3.862985767,3.805996728,3.352238308
2109,4.0578125,3.192022088,3.966697234,3.942396454,3.822603834,3.782550595,3.336043423
2108,4.29047619,3.180010429,3.962442678,3.944619382,3.817624521,3.786387494,3.356208902
2107,4.173228346,3.172205191,3.959807369,3.942791622,3.803221177,3.789835259,3.357273567
2106,4.122222222,3.177045286,3.97611643,3.934707009,3.797254808,3.793364828,3.361273464
2105,4.212598425,3.207958329,4.024710395,3.985308784,3.8310119,3.848367711,3.412795402
2104,4.173228346,3.186758245,3.99676132,3.956899463,3.80221083,3.803672627,3.384229915
2103,4.256692913,3.181293241,3.981610254,3.962084581,3.808591809,3.800274774,3.373055045
2102,4.173228346,3.196970917,3.96575416,3.94380799,3.795773972,3.789959371,3.345483191
2101,4.173228346,3.207731785,3.96098421,3.922796259,3.803195654,3.789113693,3.344800835
2100,4.212598425,3.252037381,3.999387255,3.964966299,3.847998082,3.819380148,3.374427238
2099,4.246031746,3.259150782,3.981737602,3.953939023,3.846315705,3.81380272,3.374868906
2098,4.206349206,3.202067134,3.939336637,3.910240183,3.824689777,3.776047649,3.338288085
2097,4.206349206,3.20173454,3.953474182,3.920326443,3.837388724,3.789454473,3.341328254
2096,4.133858268,3.178327299,3.908671446,3.896659549,3.796419684,3.745647446,3.319899632
2095,4.206349206,3.200642839,3.947385297,3.932010077,3.831468981,3.801423538,3.354789815
2094,4.296850394,3.2247546,3.98101498,3.975290431,3.882704049,3.82977116,3.396002444
2093,4.256692913,3.195052575,3.952611056,3.933160028,3.840320899,3.788323897,3.367022841
2092,4.206349206,3.212066406,3.958860032,3.919068413,3.828839221,3.774532336,3.363181294
2091,4.206349206,3.214081243,3.973475493,3.914934417,3.806475338,3.777398611,3.367170467
2090,4.166666667,3.205624548,3.947471414,3.881398204,3.758947874,3.75139499,3.359206852
2089,4.051181102,3.188849073,3.960561651,3.896915522,3.755714171,3.754940089,3.364005757
2088,4.166666667,3.201165739,3.954994638,3.896277003,3.762429606,3.758957775,3.358961964
2087,4.256692913,3.227439324,3.993473265,3.926076298,3.820542979,3.806418079,3.392709772
2086,4.29047619,3.23472743,3.997960436,3.932126974,3.847160374,3.81793759,3.374621617
2085,4.166666667,3.21086599,3.949386032,3.886531082,3.819878788,3.788924487,3.320823134
2084,4.2,3.194359644,3.939514891,3.869396684,3.843181634,3.787530203,3.297746612
2083,4.133858268,3.192699246,3.930244165,3.858492015,3.853249899,3.777626054,3.293727801
2082,4.166666667,3.200131933,3.922075428,3.85674783,3.840120968,3.757108113,3.308863927
2081,4.206349206,3.230013464,3.958820367,3.892880731,3.849500644,3.792449925,3.351745741
2080,4.2,3.224985753,3.916634667,3.867444897,3.810108739,3.74283111,3.343198077
2079,4.16,3.210423356,3.892416334,3.846914338,3.760953608,3.709206616,3.321535947
2078,4.166666667,3.251255142,3.923085785,3.888411028,3.788964962,3.741527922,3.365285137
2077,4.166666667,3.253437217,3.927228786,3.889366273,3.778918136,3.740154316,3.361842918
2076,4.166666667,3.261147219,3.929032258,3.890322581,3.772222222,3.743084295,3.357383218
2075,4.133858268,3.244511554,3.944974604,3.893258427,3.772895691,3.744929529,3.354507661
2074,4.2,3.22252337,3.951456311,3.889967638,3.779729294,3.75646388,3.360815111
2073,4.166666667,3.205996863,3.957636266,3.888828926,3.791737135,3.761813318,3.368881466
2072,4.2,3.196897194,3.947818714,3.881455218,3.805352113,3.774190826,3.37330205
2071,4.166666667,3.20277729,3.948835595,3.890538248,3.811956522,3.783277786,3.363140698
2070,4.116,3.220277894,3.918610021,3.878203648,3.837936866,3.797948441,3.360302347
2069,4.166666667,3.225005347,3.902676305,3.868761055,3.849774521,3.791370156,3.348145445
2068,4.166666667,3.228239126,3.888590088,3.862773723,3.84340261,3.797586037,3.353211764
2067,4.16,3.196011566,3.852975962,3.8234237,3.794005801,3.770407639,3.315862245
2066,4.0768,3.209047506,3.866307775,3.829516265,3.778079096,3.775215052,3.324076954
2065,4.126984127,3.222873644,3.888681717,3.837398875,3.784339394,3.783349513,3.324854381
2064,4.166666667,3.252108181,3.944702064,3.881405054,3.832228331,3.828307812,3.361165508
2063,4.2,3.248468737,3.951604175,3.90208736,3.83485645,3.825083993,3.36703271
2062,4.2,3.241156911,3.943589545,3.913547788,3.828832471,3.816211846,3.364501705
2061,4.126984127,3.209249643,3.89396845,3.868233839,3.80610761,3.749075133,3.319070424
2060,4.16,3.188227701,3.885431641,3.853280779,3.793483871,3.739365273,3.317916946
2059,4.2,3.219499831,3.915006948,3.878531728,3.816567332,3.772480455,3.351879484
2058,4.284,3.205700587,3.904603995,3.870594586,3.8038214,3.778962997,3.371219417
2057,4.2,3.199125843,3.920280908,3.861128261,3.791104147,3.788525908,3.370080815
2056,4.16,3.183396264,3.86340711,3.810472738,3.76006436,3.761466492,3.346761537
2055,4.2432,3.178729418,3.853130549,3.81619702,3.754554974,3.75211622,3.338722506
2054,4.126984127,3.178547257,3.849768161,3.83690881,3.775945793,3.737544475,3.347811492
2053,4.16,3.188168484,3.864533581,3.861318494,3.780140357,3.720693506,3.337156948
2052,4.284,3.227052751,3.910333642,3.924930491,3.826120307,3.740695831,3.358976504
2051,4.0768,3.222449777,3.880944299,3.888165407,3.803976079,3.685429443,3.300320801
2050,4.169047619,3.203597133,3.851083353,3.835199321,3.778387775,3.653194065,3.247013263
2049,4.1616,3.188953082,3.811438261,3.791783567,3.728491801,3.631643051,3.226068867
2048,4.087301587,3.218623632,3.844740695,3.823310472,3.747724885,3.691237551,3.268675798
2047,4.126984127,3.261518431,3.871743487,3.846893788,3.776010346,3.732136433,3.295859274
2046,4.126984127,3.237243742,3.86698572,3.835677345,3.77394258,3.737043506,3.305226173
2045,4.193548387,3.225172428,3.850958565,3.832467532,3.759675851,3.750625532,3.311602701
2044,4.087301587,3.183536832,3.808945415,3.797796505,3.730103076,3.707165768,3.278942042
2043,4.136220472,3.177916804,3.821661767,3.793772242,3.746973876,3.710764542,3.270154828
2042,4.16,3.210655776,3.864006187,3.82620263,3.788794292,3.75065508,3.30949387
2041,4.12,3.189315559,3.827874807,3.787279753,3.747958192,3.711923846,3.265783538
2040,4.16,3.209809503,3.879371468,3.831875532,3.783198184,3.739354908,3.300556323
2039,4.126984127,3.212491603,3.897984496,3.848,3.759015863,3.736141041,3.322483868
2038,4.12,3.170665378,3.865495579,3.826353343,3.725372289,3.698143436,3.301915957
2037,4.2024,3.168266734,3.8701821,3.813514142,3.737566823,3.692475598,3.294338767
2036,4.169047619,3.156594097,3.878173219,3.805497402,3.758819236,3.70378062,3.275618712
2035,4.05511811,3.157054574,3.866695112,3.797975175,3.761790003,3.707102434,3.271409138
2034,4.2024,3.14664361,3.85900597,3.795913778,3.7735987,3.711865112,3.258471856
2033,4.087301587,3.169741608,3.846429956,3.801713311,3.778173249,3.720018473,3.244470205
2032,4.236290323,3.172065924,3.850415018,3.819253743,3.778282746,3.715127248,3.258035919
2031,4.153225806,3.172154801,3.850908103,3.826125427,3.769923714,3.702316391,3.279033493
2030,4.12,3.18516086,3.858801149,3.829210342,3.771536463,3.691752129,3.285659656
2029,4.153225806,3.187013726,3.868897516,3.818517081,3.775298805,3.681920051,3.280330852
2028,4.153225806,3.180544964,3.86439941,3.801219039,3.764105691,3.685366558,3.283666099
2027,4.236290323,3.178744149,3.856905649,3.78657666,3.758989768,3.69867909,3.2737251
2026,4.0376,3.1515713,3.855602143,3.768429226,3.757848153,3.708801993,3.262551976
2025,4.08,3.108440185,3.82391051,3.727243067,3.707888123,3.666593843,3.243470262
2024,4.2024,3.149987203,3.852299208,3.785093988,3.727078096,3.712551674,3.27761726
2023,4.112903226,3.128233741,3.820547839,3.750896252,3.688939345,3.675104584,3.252147832
2022,4.12,3.172275446,3.866001088,3.797979955,3.72361516,3.710463287,3.274950063
2021,4.236290323,3.173876441,3.871710731,3.795622084,3.735357548,3.705552214,3.283786235
2020,4.08,3.139977884,3.846616892,3.760149323,3.701112103,3.657709328,3.245752134
2019,4.19516129,3.141614632,3.850915038,3.761950004,3.721151032,3.64829051,3.244858678
2018,4.128571429,3.131285078,3.846566373,3.767854081,3.719130576,3.6389795,3.23584007
2017,4.08,3.119784488,3.840514821,3.773681747,3.719726674,3.619049397,3.234666858
2016,4.1616,3.111719897,3.836543865,3.780814861,3.719130576,3.631905182,3.244922354
2015,4.112903226,3.127432337,3.84941765,3.783240835,3.720273794,3.638757598,3.268175274
2014,4.1616,3.147835678,3.845627198,3.770691676,3.710679612,3.647474366,3.269186488
2013,4.08,3.171113276,3.848123827,3.757223265,3.702357836,3.661719297,3.264601591
2012,4.08,3.14968566,3.84384826,3.741728588,3.720440636,3.676456731,3.248185413
2011,4.1616,3.133921885,3.852624169,3.733750489,3.732925337,3.669900418,3.247782924
2010,4.236290323,3.157899486,3.890681676,3.778760163,3.776750838,3.698350108,3.285126779
2009,4.030645161,3.111218646,3.863226109,3.752529669,3.746819484,3.651533852,3.254470834
2008,4.1616,3.114082212,3.861849711,3.767036401,3.739944271,3.641653193,3.241032452
2007,4.19516129,3.101881632,3.860386209,3.775858025,3.730993193,3.632148254,3.232580757
2006,4.112903226,3.106468756,3.858510638,3.776329787,3.71723289,3.649861311,3.223030782
2005,4.112903226,3.128877964,3.861188647,3.780413988,3.71547541,3.651386963,3.24264043
2004,4.112903226,3.134227623,3.84769822,3.774903929,3.718810908,3.660223535,3.23925802
2003,4.08,3.151830736,3.818305775,3.758357495,3.721745526,3.642060013,3.225667269
2002,4.229268293,3.153923674,3.794958904,3.746254403,3.734412558,3.639440628,3.2232046
2001,4.112903226,3.162393258,3.803105152,3.756716067,3.747092025,3.64890645,3.239414632
2000,4.19516129,3.159273253,3.790945406,3.766977364,3.758290346,3.640675005,3.257424973
1999,4.146341463,3.154750795,3.796333725,3.764371328,3.75283807,3.631738732,3.260649246
1998,4.19516129,3.123674659,3.806005959,3.76042026,3.754990985,3.631039814,3.255503092
1997,4.112903226,3.113671402,3.81899529,3.763751962,3.75174333,3.632720341,3.260488259
1996,4.112903226,3.116945165,3.833524738,3.768536144,3.735610394,3.641454932,3.266008611
1995,4.072580645,3.075118112,3.795536346,3.717752456,3.706247958,3.61952823,3.238935464
1994,4.19516129,3.12246072,3.83942489,3.752074167,3.73410726,3.662513847,3.275219455
1993,4.19516129,3.146647346,3.848436764,3.75709348,3.72981336,3.656721739,3.269932413
1992,4.112903226,3.157724068,3.845126836,3.752202937,3.734975369,3.668288981,3.259585719
1991,4.112903226,3.171204851,3.842839176,3.757852539,3.728165885,3.659134435,3.260682189
1990,4.112903226,3.163753736,3.838632075,3.765660377,3.721984532,3.666843003,3.251530437
1989,4.112903226,3.141181858,3.831813895,3.752452059,3.715798126,3.646828991,3.236420389
1988,4.19516129,3.138708865,3.82108988,3.745694739,3.716103576,3.63571359,3.232652235
1987,4.146341463,3.135773978,3.818572779,3.755907372,3.709700205,3.631366349,3.235991818
1986,4.146341463,3.12932803,3.821585001,3.763730896,3.695773492,3.632460006,3.252429576
